UFR,Filière,Sexe,Niveau,Fréquence d'utilisation,Durée par session (min),Impact sur la motivation,Moyenne actuelle,Moyenne avant l'accès,Moyenne après l'accès,Temps d'étude/semaine (h),Usage de la connexion,Statut de réussite
ST,Geographie,Masculin,L3,Hebdomadaire,270,Augmenté,7.4739190988826305,6.5663552106815395,13.500350435538195,13,Recherche,0
ST,Philo,Masculin,L3,Quotidienne,248,Augmenté,15.102224211200712,14.730948924384967,12.117493178253314,4,Réseaux sociax,1
LSH,HA,Masculin,L1,Quotidienne,23,Diminué,5.595113847937433,11.063491449468657,12.000636770376016,25,Recherche,1
ST,Philo,Masculin,L1,Occasionnelle,288,Inchangé,16.666158670432793,8.371021043634837,10.463953327092788,6,Recherche,0
LSH,SVT,Masculin,L3,Hebdomadaire,68,Augmenté,4.620585372759474,12.58697646609588,8.48600407111514,26,Réseaux sociax,0
LSH,LM,Masculin,L3,Hebdomadaire,207,Augmenté,6.131992201573915,7.165840294470615,13.690163435599827,18,Recherche,1
ST,SVT,Feminin,L2,Quotidienne,230,Augmenté,15.644279347235553,12.333215597884966,10.459284971465502,30,Recherche,0
ST,SVT,Masculin,L3,Quotidienne,133,Inchangé,16.689625501829887,14.549838049743931,12.776223051607019,24,Réseaux sociax,1
LSH,LM,Masculin,L3,Occasionnelle,275,Diminué,15.54406315663203,15.045103674335863,13.321061029732435,29,Réseaux sociax,1
SEG,Geographie,Feminin,L2,Occasionnelle,291,Inchangé,6.521882925723159,16.47133261818191,10.409939696982091,30,Recherche,0
SEG,SVT,Masculin,L3,Occasionnelle,7,Diminué,10.44358567801136,9.66004047120531,6.870136933864162,29,Réseaux sociax,0
SEG,Philo,Feminin,L2,Quotidienne,116,Diminué,10.871405766544534,15.887410865558488,8.023599704014948,8,Recherche,0
SEG,SVT,Masculin,L1,Occasionnelle,89,Diminué,4.433264556270731,11.40667047405918,11.358209905086213,7,Recherche,0
LSH,MPCI,Feminin,L1,Quotidienne,144,Inchangé,15.007681840914886,10.776458133715103,10.742003482740289,19,Recherche,1
SEG,HA,Feminin,L3,Quotidienne,179,Diminué,8.83197462736989,9.881859332703003,6.277903769310939,25,Réseaux sociax,0
ST,MPCI,Feminin,L2,Occasionnelle,294,Diminué,15.031177994013976,16.798294686579766,11.197534189626623,5,Réseaux sociax,0
SEG,Philo,Feminin,L2,Occasionnelle,200,Inchangé,5.8336145338932575,9.958888009508778,6.699802046117184,5,Réseaux sociax,1
SEG,Philo,Masculin,L2,Hebdomadaire,169,Augmenté,12.93064388080123,5.422454866118394,4.538648018224622,12,Autres,1
SEG,Geographie,Feminin,L3,Occasionnelle,47,Diminué,10.217720328728019,7.9973403790159185,9.252378777369135,9,Autres,1
ST,HA,Feminin,L3,Quotidienne,123,Augmenté,11.422220048290162,14.126064842459568,5.915321187442304,30,Autres,1
SEG,MPCI,Masculin,L1,Occasionnelle,164,Augmenté,9.47931941181836,5.723366535552953,7.029272891232482,18,Recherche,1
LSH,LM,Feminin,L1,Occasionnelle,36,Inchangé,15.049885897904712,4.187008360072086,13.68054969669274,17,Autres,1
LSH,SVT,Masculin,L1,Occasionnelle,104,Inchangé,8.55838042873459,14.122643763184199,5.846721969339398,9,Autres,0
LSH,SEG,Masculin,L2,Hebdomadaire,162,Diminué,16.751157093062176,8.62343980630534,6.628914520490352,16,Recherche,1
ST,SEG,Masculin,L1,Quotidienne,255,Inchangé,10.11848150303613,11.729306693437968,8.006575989252145,25,Autres,1
SEG,SEG,Feminin,L1,Occasionnelle,73,Diminué,3.721652390442957,11.26476097253568,5.850301009315361,23,Réseaux sociax,1
ST,SVT,Feminin,L3,Occasionnelle,207,Diminué,15.371234847358688,13.186004328724298,15.21451592609047,21,Recherche,0
LSH,SVT,Feminin,L1,Occasionnelle,71,Inchangé,16.17831793903202,12.196903585598353,4.545816167271751,27,Recherche,1
ST,MPCI,Feminin,L3,Occasionnelle,117,Augmenté,14.065230753118161,11.250998767591273,8.63352803243102,13,Recherche,0
ST,HA,Feminin,L3,Hebdomadaire,294,Inchangé,14.440567788071032,14.930384390009865,10.262971142927672,27,Recherche,1
LSH,LM,Feminin,L2,Quotidienne,172,Augmenté,5.3255387387215904,12.897009632715806,8.971065819205096,24,Autres,1
SEG,SVT,Feminin,L1,Occasionnelle,149,Augmenté,14.138906658939058,8.202514722428898,12.997804976731176,29,Réseaux sociax,0
LSH,SVT,Feminin,L3,Hebdomadaire,73,Inchangé,9.58139153500184,16.988402267283874,13.795929288537508,12,Recherche,0
ST,Philo,Masculin,L2,Quotidienne,168,Inchangé,13.149009555678937,11.296818836693358,6.539979563619955,30,Réseaux sociax,0
LSH,SEG,Masculin,L3,Occasionnelle,83,Diminué,5.446008901871508,9.503744960922502,16.701788014375957,6,Autres,0
ST,Philo,Masculin,L3,Quotidienne,152,Augmenté,15.365574053611747,14.827121743766487,12.246162733389374,8,Réseaux sociax,1
ST,Geographie,Masculin,L2,Occasionnelle,286,Inchangé,7.343586182469544,15.717374150541042,16.8848367959597,5,Autres,1
ST,LM,Masculin,L1,Hebdomadaire,206,Augmenté,17.22540725223457,11.838907405108129,16.502696697097768,29,Autres,0
SEG,Philo,Masculin,L1,Hebdomadaire,226,Augmenté,5.799924959989385,5.805459276266834,8.527622666168211,7,Réseaux sociax,1
ST,Geographie,Feminin,L1,Quotidienne,6,Augmenté,12.500145826455213,4.402360247049612,12.561418968932424,16,Autres,0
SEG,MPCI,Masculin,L3,Quotidienne,279,Inchangé,16.53715814117414,6.661107435316799,16.766103928446796,5,Autres,1
ST,MPCI,Masculin,L3,Hebdomadaire,143,Inchangé,6.78373212385667,12.390127547315263,6.530558353552116,26,Autres,1
SEG,Geographie,Masculin,L2,Hebdomadaire,33,Diminué,9.632682920296144,13.988169342145982,4.634970314647048,7,Recherche,1
SEG,HA,Feminin,L3,Occasionnelle,125,Inchangé,13.468805172702375,4.005567999979016,16.407856399474518,19,Recherche,1
LSH,Philo,Masculin,L3,Occasionnelle,11,Diminué,3.9732033723197775,7.998374629842919,12.823519206619489,23,Réseaux sociax,1
ST,SEG,Feminin,L3,Hebdomadaire,78,Augmenté,16.23521640910923,9.608887110243465,12.135185388340258,28,Réseaux sociax,1
ST,Philo,Masculin,L1,Quotidienne,100,Augmenté,15.994513400194238,12.764666182315345,6.768656879104107,25,Recherche,0
ST,Geographie,Feminin,L2,Quotidienne,266,Inchangé,13.107245652096116,14.914771485397342,9.192711981221827,4,Autres,1
LSH,Geographie,Feminin,L3,Occasionnelle,197,Inchangé,8.455616325601982,11.555047155602196,16.920767828292924,4,Réseaux sociax,1
ST,Philo,Masculin,L2,Quotidienne,18,Diminué,8.002651318881837,15.799763047414023,4.887240981003368,4,Réseaux sociax,1
SEG,MPCI,Masculin,L3,Occasionnelle,126,Inchangé,17.416164195803287,3.540936692435218,12.383616435113021,20,Recherche,1
ST,Philo,Feminin,L3,Occasionnelle,228,Augmenté,6.058655532626132,14.657908512474666,10.29264742622022,18,Recherche,0
SEG,HA,Feminin,L2,Occasionnelle,155,Diminué,4.933143151480537,9.204213761449312,9.315964369821915,21,Recherche,0
SEG,MPCI,Masculin,L2,Occasionnelle,154,Diminué,10.84624387753005,12.261427754732848,12.116312508942492,11,Réseaux sociax,1
ST,Philo,Masculin,L1,Quotidienne,239,Inchangé,6.201891648943635,11.11248470145801,16.999863596929178,10,Recherche,0
LSH,SVT,Masculin,L1,Occasionnelle,141,Diminué,15.056788779843961,8.995216905620719,12.125934397655724,26,Autres,0
SEG,MPCI,Masculin,L1,Occasionnelle,191,Augmenté,15.715325645864276,11.354623720794724,11.228486498517347,10,Recherche,0
SEG,MPCI,Masculin,L2,Occasionnelle,124,Augmenté,4.271488427055562,13.284037636346655,11.929617733951728,24,Réseaux sociax,0
ST,LM,Masculin,L1,Quotidienne,209,Augmenté,12.069777955605964,15.728744692931791,15.699586290484664,8,Autres,1
ST,LM,Feminin,L3,Hebdomadaire,266,Inchangé,11.665459115090322,7.603545688790582,13.658372470883958,25,Recherche,1
LSH,Philo,Masculin,L1,Hebdomadaire,159,Inchangé,15.476114177444815,5.520220728775272,9.315535292854195,2,Recherche,0
ST,SVT,Masculin,L2,Quotidienne,126,Inchangé,5.535925934170606,6.036995000902455,4.5385232724210445,11,Recherche,0
LSH,LM,Feminin,L1,Hebdomadaire,251,Augmenté,12.701723030164183,8.472191988577837,3.684905632936307,27,Recherche,1
LSH,SEG,Feminin,L1,Occasionnelle,250,Inchangé,13.178659038031638,6.966589891300669,12.546967317749408,8,Réseaux sociax,1
SEG,HA,Masculin,L3,Occasionnelle,142,Augmenté,13.72729138779975,7.699335994833166,12.475615030317394,5,Autres,1
SEG,Philo,Feminin,L3,Occasionnelle,153,Diminué,6.2228889500538145,16.23490974302249,11.58722872329258,24,Réseaux sociax,0
ST,SVT,Feminin,L2,Hebdomadaire,62,Inchangé,4.698864944583182,12.341659130081563,12.196829724877867,8,Recherche,0
SEG,HA,Feminin,L3,Quotidienne,279,Augmenté,6.923044533517427,12.312711275550235,7.24202142491671,18,Autres,0
SEG,HA,Masculin,L3,Hebdomadaire,284,Diminué,15.555005502752355,7.618853290641556,9.246550230209216,26,Autres,0
ST,HA,Masculin,L1,Hebdomadaire,190,Diminué,4.364635303255174,12.925368005418816,11.082907114911507,12,Recherche,1
LSH,SEG,Masculin,L2,Occasionnelle,121,Diminué,8.811177212731344,15.819894830041262,16.883696867432455,4,Réseaux sociax,1
LSH,SEG,Feminin,L2,Quotidienne,257,Diminué,10.844718566068499,9.994600559935982,6.103407366277514,1,Recherche,1
ST,HA,Feminin,L3,Occasionnelle,176,Augmenté,10.737519238112728,13.682516934887387,8.91172723094072,9,Réseaux sociax,1
ST,HA,Feminin,L1,Quotidienne,60,Diminué,10.153389392281488,7.378652133672949,9.07241089849035,15,Réseaux sociax,0
SEG,Geographie,Feminin,L1,Quotidienne,58,Diminué,7.055983365594555,6.90423955145354,14.615579935576887,13,Autres,0
LSH,HA,Masculin,L2,Quotidienne,79,Augmenté,14.974118173043344,10.115393283005524,8.84372270091042,3,Autres,0
ST,SEG,Masculin,L1,Hebdomadaire,231,Augmenté,10.824988268101452,5.872305853901391,6.019918769144844,10,Autres,0
ST,LM,Masculin,L2,Occasionnelle,8,Diminué,10.738819728417884,12.639244821425311,4.307274976133635,19,Recherche,0
LSH,MPCI,Masculin,L2,Occasionnelle,216,Diminué,16.251849311123948,7.312357395571823,16.159982694573547,8,Recherche,1
LSH,SEG,Feminin,L3,Quotidienne,182,Inchangé,6.810263445127558,5.879988718125456,13.803857637126821,6,Réseaux sociax,1
LSH,Philo,Feminin,L1,Occasionnelle,9,Augmenté,7.542632911815499,16.713706881851902,7.073172322906441,22,Recherche,0
LSH,Geographie,Feminin,L3,Quotidienne,220,Inchangé,11.964695482474008,10.994358539795135,6.076687444552421,18,Réseaux sociax,0
LSH,Geographie,Masculin,L2,Occasionnelle,48,Augmenté,8.981965691725176,15.05321167902546,9.246758240118949,19,Réseaux sociax,1
LSH,SVT,Feminin,L1,Quotidienne,134,Diminué,17.112730158413573,9.610837823739178,11.465454774925291,5,Recherche,1
LSH,SEG,Masculin,L3,Quotidienne,212,Augmenté,11.455168200804598,6.9261378168853,15.422391352033328,9,Autres,1
LSH,HA,Masculin,L2,Quotidienne,230,Augmenté,17.300416905856054,6.163839123508247,5.314791293513634,14,Réseaux sociax,0
ST,HA,Feminin,L1,Occasionnelle,247,Inchangé,3.8031742900515932,8.506483088003236,13.128457234017574,29,Réseaux sociax,0
ST,LM,Feminin,L3,Occasionnelle,157,Diminué,15.285516193960346,9.690711640119112,16.210475088295418,27,Recherche,0
LSH,MPCI,Masculin,L1,Quotidienne,143,Diminué,8.109706942112327,7.183971042010607,14.281969069612696,18,Autres,0
ST,SVT,Feminin,L3,Occasionnelle,96,Augmenté,6.935457237841943,4.486958427498618,15.640639501225015,29,Autres,0
ST,SEG,Feminin,L1,Quotidienne,147,Augmenté,12.926553766557015,16.603291008721726,13.122863043461345,17,Réseaux sociax,0
SEG,SEG,Feminin,L1,Occasionnelle,94,Augmenté,6.921773646846018,9.046167376662192,10.061496796691406,23,Réseaux sociax,1
ST,LM,Feminin,L3,Quotidienne,91,Augmenté,14.42272334701938,5.264219530570696,4.216103582061979,19,Réseaux sociax,1
SEG,SVT,Feminin,L3,Hebdomadaire,168,Augmenté,10.77868694856843,8.63920678553341,8.231760167476583,2,Réseaux sociax,1
LSH,Philo,Masculin,L3,Occasionnelle,117,Diminué,4.551282015896186,8.364412304368512,7.736160020547214,12,Autres,1
LSH,MPCI,Masculin,L2,Occasionnelle,46,Augmenté,5.885885118292627,6.575182127555495,8.543342486327163,27,Réseaux sociax,1
LSH,LM,Feminin,L1,Hebdomadaire,179,Augmenté,13.624318082375918,5.002501008933637,15.360277979438996,21,Réseaux sociax,1
LSH,MPCI,Feminin,L1,Hebdomadaire,15,Inchangé,11.849076553456523,7.617599435538408,9.176057545395611,7,Recherche,1
LSH,SVT,Feminin,L2,Hebdomadaire,17,Diminué,3.859436370688823,6.639652011102896,13.95233067838897,29,Autres,1
SEG,SVT,Feminin,L1,Hebdomadaire,270,Diminué,14.849258522090597,10.706916193724414,10.442507995186077,11,Autres,0
ST,SVT,Feminin,L2,Hebdomadaire,181,Inchangé,8.705340630376462,6.296935044925768,16.28904760240766,22,Réseaux sociax,1
LSH,Philo,Feminin,L1,Occasionnelle,98,Diminué,6.139325401301546,13.112984315221272,11.472149904195568,4,Autres,1
ST,Geographie,Feminin,L2,Occasionnelle,202,Inchangé,3.935553547163091,7.304475509825934,6.752051442098455,28,Recherche,1
SEG,Philo,Feminin,L1,Quotidienne,151,Inchangé,5.331369241790087,14.22311743553604,7.411089065626676,27,Autres,0
SEG,Geographie,Feminin,L3,Hebdomadaire,257,Inchangé,13.955282989798906,10.849439265475159,13.642011330493164,28,Autres,0
SEG,Philo,Feminin,L1,Occasionnelle,215,Augmenté,3.5940932668006145,13.411424718632748,13.676790681857096,10,Réseaux sociax,1
ST,LM,Feminin,L2,Quotidienne,102,Inchangé,7.06101072034887,16.67137798636842,12.592220462148035,28,Recherche,1
SEG,LM,Masculin,L1,Hebdomadaire,113,Inchangé,8.337064308564127,15.760418542115119,7.1075561018577975,20,Recherche,0
ST,SVT,Feminin,L3,Quotidienne,142,Inchangé,5.715890143355144,14.609586911840518,8.27487109381337,7,Autres,0
ST,HA,Feminin,L1,Quotidienne,137,Diminué,15.350739912985222,11.505694919182995,13.028772412186681,10,Recherche,1
LSH,HA,Masculin,L3,Quotidienne,261,Inchangé,9.012265228542578,16.738429056348522,11.510642521123074,10,Autres,0
SEG,MPCI,Masculin,L2,Hebdomadaire,108,Diminué,14.19420599971696,7.015389958657639,8.765363232655218,27,Autres,1
LSH,MPCI,Feminin,L3,Quotidienne,81,Augmenté,13.143831158852505,4.730171934618783,12.38508376821367,28,Recherche,0
ST,Geographie,Masculin,L3,Quotidienne,174,Diminué,17.389611088713643,7.79217338040104,13.314883180744959,17,Réseaux sociax,1
SEG,LM,Feminin,L2,Occasionnelle,253,Inchangé,7.971776431702473,9.010964983791625,14.17909826582656,14,Recherche,0
LSH,HA,Masculin,L1,Hebdomadaire,104,Inchangé,12.599868542810567,11.131136347122139,16.352781664243622,25,Réseaux sociax,1
ST,MPCI,Masculin,L3,Quotidienne,163,Augmenté,12.202236510201017,8.239041990487344,10.151666578241908,13,Réseaux sociax,1
LSH,Geographie,Feminin,L1,Occasionnelle,217,Inchangé,14.3947827190628,14.265082009700718,7.0925976847791565,13,Réseaux sociax,0
SEG,SEG,Masculin,L2,Hebdomadaire,148,Augmenté,11.774367812376857,4.6397211767024755,15.948564569512568,20,Réseaux sociax,1
LSH,LM,Masculin,L1,Hebdomadaire,15,Augmenté,3.9300271582304758,10.89497148824212,5.597543727505251,8,Autres,1
ST,SEG,Feminin,L1,Occasionnelle,113,Inchangé,16.085372130756603,15.903049825231633,10.768951488387593,3,Recherche,0
SEG,SVT,Masculin,L1,Quotidienne,186,Augmenté,13.091612271970174,10.214259660495985,13.284769596252778,10,Autres,1
ST,SVT,Feminin,L3,Occasionnelle,211,Diminué,12.435161699013197,7.578026510618816,12.892804962406075,6,Réseaux sociax,1
LSH,Philo,Feminin,L2,Occasionnelle,22,Diminué,13.906413509331014,4.773902580084863,16.577756707341678,11,Autres,1
LSH,HA,Masculin,L1,Quotidienne,268,Diminué,11.157348385690321,11.38847699827971,10.080600158270292,20,Recherche,0
LSH,HA,Feminin,L1,Quotidienne,94,Augmenté,15.193459901579365,13.529216133385653,10.435798075801145,13,Autres,0
LSH,SEG,Masculin,L3,Occasionnelle,106,Augmenté,6.5724846500046255,4.551051673942412,4.591192359035067,27,Autres,1
LSH,Geographie,Masculin,L1,Quotidienne,234,Inchangé,4.057458693499823,14.49612920002183,12.68729799091548,1,Réseaux sociax,0
LSH,MPCI,Feminin,L3,Occasionnelle,150,Augmenté,13.620965895915669,10.971419924025554,14.658618466132681,3,Autres,0
ST,MPCI,Masculin,L2,Hebdomadaire,28,Inchangé,14.603231845960586,12.738063671976457,16.40621022177593,11,Réseaux sociax,0
LSH,LM,Masculin,L2,Occasionnelle,111,Inchangé,12.796907929633873,5.842642030113621,8.144352660798267,22,Recherche,1
ST,SEG,Feminin,L1,Quotidienne,283,Augmenté,13.854354627036201,12.815216177766658,5.7992982734860465,14,Recherche,0
ST,Geographie,Masculin,L2,Occasionnelle,95,Diminué,8.584426354432289,12.959488215615298,16.50381071053482,29,Réseaux sociax,0
ST,HA,Feminin,L2,Hebdomadaire,239,Inchangé,11.144164925270495,4.404100231195022,11.70270771643331,15,Autres,1
SEG,LM,Masculin,L3,Hebdomadaire,113,Diminué,13.364881287117628,5.253965962279736,14.003044778028226,16,Réseaux sociax,0
SEG,SVT,Masculin,L1,Hebdomadaire,243,Augmenté,9.766013886768674,3.696090457781717,13.868981962704773,28,Autres,0
SEG,LM,Feminin,L1,Hebdomadaire,139,Inchangé,14.033068967501734,6.4908307199361435,3.6774315390673613,30,Recherche,1
LSH,SEG,Masculin,L1,Occasionnelle,128,Augmenté,5.238946452440345,13.725432740559015,8.820201358518103,17,Autres,0
SEG,SEG,Masculin,L1,Occasionnelle,251,Inchangé,7.979752119521798,6.527634993697417,5.012670928739408,18,Recherche,0
SEG,Geographie,Feminin,L1,Occasionnelle,297,Diminué,17.069912973284254,4.376861973346226,10.04153047836606,5,Autres,0
ST,Philo,Masculin,L3,Occasionnelle,240,Diminué,3.633526404723894,9.724826335811306,7.344760961214145,5,Recherche,1
LSH,SVT,Masculin,L1,Occasionnelle,270,Augmenté,6.426613681294293,9.30158058771324,11.00829423666898,7,Autres,1
ST,Geographie,Masculin,L3,Occasionnelle,41,Inchangé,8.48169730678141,16.64802307021482,8.809213594365204,26,Autres,0
ST,Philo,Feminin,L1,Quotidienne,10,Inchangé,11.316154180745627,8.681806065620863,4.42152217796542,16,Réseaux sociax,1
LSH,SEG,Masculin,L1,Hebdomadaire,25,Augmenté,13.710259182655271,11.002540448158665,15.486278253359533,20,Recherche,0
SEG,Geographie,Feminin,L1,Occasionnelle,166,Augmenté,8.41193886750185,11.76864415283126,14.305208024313592,30,Recherche,1
ST,Geographie,Masculin,L3,Hebdomadaire,10,Inchangé,12.894612331049688,10.335565268053504,8.095503458265892,15,Recherche,0
SEG,SEG,Feminin,L1,Hebdomadaire,190,Augmenté,8.443883264227484,5.771095826483321,10.13534755036737,24,Recherche,0
ST,HA,Feminin,L1,Quotidienne,209,Diminué,16.153169100940318,7.611964212790263,14.071725072872084,16,Recherche,0
ST,LM,Feminin,L2,Quotidienne,32,Diminué,6.6087759867021285,11.357972614662028,14.606890750434047,14,Recherche,0
ST,SVT,Masculin,L3,Hebdomadaire,147,Inchangé,12.356261754817332,8.01378463051116,16.12079670721039,5,Recherche,1
LSH,SVT,Feminin,L3,Hebdomadaire,277,Augmenté,15.090170373348588,11.9422283982907,15.554257513778671,9,Réseaux sociax,1
LSH,SVT,Feminin,L1,Quotidienne,256,Augmenté,13.191622255815584,6.228191215861971,13.27524511449509,27,Autres,1
LSH,SVT,Feminin,L3,Hebdomadaire,259,Diminué,4.415040933405936,7.890961974399158,5.582350488222124,7,Recherche,1
SEG,LM,Masculin,L3,Hebdomadaire,145,Augmenté,13.585340716148215,6.390366451683206,7.305011226342218,3,Autres,1
LSH,Philo,Masculin,L1,Quotidienne,231,Diminué,14.565634078584914,8.272344029285776,9.135090976680662,14,Recherche,0
ST,MPCI,Masculin,L3,Quotidienne,79,Augmenté,11.538268082937671,3.714468095359302,12.481451761674949,21,Recherche,0
SEG,Geographie,Feminin,L1,Occasionnelle,174,Augmenté,10.064188735331772,6.398352277031531,16.116858787477465,4,Réseaux sociax,1
SEG,Geographie,Masculin,L3,Hebdomadaire,40,Augmenté,12.183552148642917,7.23231989374013,6.568806863566365,5,Réseaux sociax,0
LSH,SVT,Masculin,L2,Quotidienne,187,Inchangé,13.834496064435715,9.96250905698895,4.180585152229612,6,Recherche,1
ST,MPCI,Feminin,L2,Occasionnelle,214,Augmenté,8.768582246819909,6.7022228037406215,4.744781613267436,18,Réseaux sociax,0
SEG,SEG,Feminin,L3,Hebdomadaire,205,Augmenté,9.752000552610403,10.794382282004118,8.662343958301172,11,Recherche,0
ST,Geographie,Feminin,L1,Hebdomadaire,276,Inchangé,16.568298020911886,15.704940442603787,15.730575097026056,24,Autres,0
LSH,MPCI,Feminin,L3,Hebdomadaire,90,Diminué,15.43071032863967,16.299397242341787,16.64477317062927,21,Réseaux sociax,1
ST,SVT,Masculin,L2,Occasionnelle,196,Inchangé,8.680500447057833,4.4165379991747,11.468983967760042,29,Réseaux sociax,1
LSH,Geographie,Masculin,L1,Hebdomadaire,223,Diminué,16.23811038270538,11.841615462240867,13.398893512605706,27,Réseaux sociax,1
LSH,SEG,Feminin,L3,Quotidienne,279,Augmenté,11.576427646253405,16.259884116201576,4.452452585294051,23,Autres,1
ST,LM,Masculin,L2,Quotidienne,17,Inchangé,6.697671239482826,14.205138047036478,14.488568000544523,6,Recherche,1
ST,LM,Feminin,L1,Quotidienne,125,Inchangé,16.37143401758268,10.741535756713297,7.531296019959857,16,Recherche,1
SEG,MPCI,Masculin,L3,Occasionnelle,148,Inchangé,16.40706802234647,9.62624267994842,4.261921024542663,8,Autres,0
SEG,Philo,Feminin,L2,Hebdomadaire,173,Augmenté,9.909191386192404,12.491807513579898,6.00610261015526,5,Réseaux sociax,1
LSH,SVT,Feminin,L1,Hebdomadaire,147,Diminué,5.482332077070852,6.250348121916412,12.431864172217344,27,Autres,0
LSH,Geographie,Masculin,L3,Quotidienne,173,Diminué,4.107230167563047,11.71258361325854,14.787685964391851,8,Recherche,0
LSH,Geographie,Masculin,L3,Quotidienne,282,Diminué,4.191771020424869,16.338812019467046,14.32047923614193,21,Réseaux sociax,0
SEG,SEG,Feminin,L1,Quotidienne,82,Augmenté,10.363203384246834,7.013077158303732,16.167875183458637,23,Réseaux sociax,1
SEG,Geographie,Feminin,L2,Quotidienne,283,Augmenté,16.55815393511033,9.184905151677896,14.211860926323963,22,Recherche,1
SEG,SVT,Feminin,L1,Hebdomadaire,133,Diminué,13.219316213566362,12.023310932192775,15.396612110849702,27,Autres,1
LSH,MPCI,Feminin,L3,Quotidienne,295,Diminué,15.372998621529778,13.074795590552116,4.631887358547193,1,Autres,1
LSH,Philo,Masculin,L1,Quotidienne,280,Diminué,16.228728431741118,8.461537513643982,16.571275068787116,4,Réseaux sociax,0
ST,HA,Feminin,L1,Quotidienne,234,Augmenté,3.6212737120556078,10.438017913751693,7.7185382297240865,24,Recherche,1
SEG,SEG,Feminin,L2,Occasionnelle,180,Augmenté,5.919798268543545,7.570762636132487,7.714734255279046,27,Autres,1
SEG,HA,Masculin,L1,Occasionnelle,296,Inchangé,7.755788278453324,16.364347192325877,10.362286003978697,24,Autres,1
SEG,SVT,Masculin,L1,Hebdomadaire,167,Inchangé,4.737470651589293,16.03865211798842,5.596369668420352,17,Réseaux sociax,0
SEG,LM,Feminin,L1,Hebdomadaire,200,Augmenté,11.007986520472764,16.495425520020298,15.920701223495092,2,Autres,0
ST,MPCI,Masculin,L1,Quotidienne,232,Augmenté,9.732257655066437,5.559374712002263,13.854102325623266,10,Autres,1
LSH,MPCI,Masculin,L1,Hebdomadaire,114,Augmenté,5.270469647011073,3.8393632449416795,15.99552698638445,9,Recherche,0
LSH,LM,Masculin,L3,Quotidienne,203,Diminué,12.399199878290098,12.360524061262531,11.691336700724584,24,Réseaux sociax,0
LSH,LM,Masculin,L3,Quotidienne,142,Diminué,11.314424239137628,5.501026689789754,9.626419358786709,24,Réseaux sociax,1
SEG,Philo,Masculin,L2,Quotidienne,178,Diminué,4.876965338612903,9.670861280719947,5.190234940446743,28,Autres,0
SEG,Geographie,Masculin,L3,Quotidienne,181,Inchangé,8.861266837510028,4.482097634498438,5.449147902489205,2,Recherche,0
SEG,SEG,Feminin,L1,Quotidienne,32,Inchangé,17.397071833851342,9.843785219381875,3.827007723040659,25,Réseaux sociax,0
ST,SVT,Feminin,L3,Occasionnelle,272,Inchangé,16.414822590651962,8.89552483933713,12.458037770072895,9,Recherche,0
LSH,LM,Feminin,L1,Occasionnelle,78,Diminué,13.1202228720607,16.285954226387577,5.249675045792605,5,Autres,0
ST,SVT,Feminin,L1,Hebdomadaire,231,Augmenté,14.94302393605406,9.34715198618963,7.625618814803422,25,Recherche,1
ST,SVT,Masculin,L3,Hebdomadaire,284,Diminué,11.665491614725443,7.476738873580668,3.6011745994537008,14,Réseaux sociax,0
LSH,MPCI,Masculin,L2,Hebdomadaire,32,Diminué,7.026680371562086,12.084911537443089,16.616988701356377,26,Autres,0
SEG,Philo,Masculin,L3,Hebdomadaire,102,Diminué,7.008041638405011,16.543504875368857,5.834744726594236,12,Autres,0
ST,HA,Masculin,L1,Occasionnelle,108,Augmenté,9.478762180308678,16.98536144737436,6.615222541041719,28,Réseaux sociax,0
ST,HA,Masculin,L1,Occasionnelle,278,Inchangé,15.37398827039736,15.212386140456365,10.459027172018036,11,Réseaux sociax,1
LSH,SVT,Masculin,L2,Hebdomadaire,166,Augmenté,8.779377186881685,12.944880976784892,9.688161472123667,23,Autres,0
ST,HA,Masculin,L1,Occasionnelle,14,Augmenté,10.09639796934907,11.227909468239984,15.506038151008587,4,Autres,0
ST,Philo,Masculin,L2,Quotidienne,269,Inchangé,3.66340526283391,9.413024349610756,9.717295514383775,3,Autres,0
ST,LM,Feminin,L3,Occasionnelle,94,Diminué,16.3957558213652,13.561356299711685,15.874713237857275,20,Réseaux sociax,0
ST,Geographie,Masculin,L1,Hebdomadaire,294,Augmenté,15.2964243898727,12.837203251911557,4.064076157262267,13,Recherche,1
LSH,Philo,Feminin,L1,Occasionnelle,79,Inchangé,4.692126340803861,12.375453416800806,4.373228420125599,1,Réseaux sociax,1
LSH,Philo,Masculin,L3,Quotidienne,128,Diminué,14.10647352673337,11.99033945013074,4.58468739680699,25,Recherche,1
LSH,Philo,Masculin,L2,Hebdomadaire,105,Augmenté,5.399187769589144,10.935524178250782,8.266902261481672,8,Recherche,0
LSH,Philo,Feminin,L1,Hebdomadaire,216,Augmenté,11.0935893352226,10.941562527374101,7.079823201213278,20,Autres,1
SEG,SVT,Feminin,L1,Occasionnelle,247,Augmenté,5.192942438119046,16.903152621927056,15.083041072831756,30,Réseaux sociax,1
SEG,SVT,Feminin,L3,Hebdomadaire,123,Diminué,4.648833151476751,13.415480637356485,11.53820975968442,6,Recherche,1
SEG,SVT,Feminin,L1,Hebdomadaire,74,Augmenté,14.72903194281163,11.447516597769548,9.417263775633092,11,Réseaux sociax,0
ST,SVT,Feminin,L1,Occasionnelle,247,Inchangé,9.701019265890688,15.235902492724225,7.674126282384587,25,Réseaux sociax,0
